id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
6132,北潞春家园,房山,288,26719元/平米,3室2厅1厨2卫,中楼层 (共10层),107.79㎡,平层,91.72㎡,塔楼,东 北,钢混结构,简装,一梯六户,自供暖,有,40年,2019-07-05,商品房,2013-04-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6133,新世界家园,东城,1988,113000元/平米,3室2厅1厨2卫,中楼层 (共10层),175.93㎡,平层,149.26㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,2019-06-03,商品房,2011-05-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
6134,金沟河17号院,海淀,399,65090元/平米,2室1厅1厨1卫,高楼层 (共6层),61.3㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-08-29,商品房,2012-06-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6135,方恒东景,通州,339,40338元/平米,2室1厅1厨1卫,低楼层 (共29层),84.04㎡,平层,暂无数据,板楼,南 北 西,钢混结构,精装,两梯四户,集中供暖,有,70年,2019-07-17,商品房,2014-05-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6136,金鑫苑,房山,170,19577元/平米,2室1厅1厨1卫,高楼层 (共6层),86.84㎡,平层,77.34㎡,板楼,南 北,混合结构,简装,一梯两户,暂无数据,暂无数据,未知,2019-11-25,商品房,2008-09-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6137,冬晴园,海淀,598,73438元/平米,2室1厅1厨1卫,顶层 (共6层),81.43㎡,平层,69.06㎡,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,70年,2019-11-03,二类经济适用房,2010-11-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6138,临镜苑,门头沟,395,43029元/平米,2室1厅1厨1卫,低楼层 (共18层),91.8㎡,平层,74.38㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019-11-15,商品房,2012-11-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6139,上奥世纪中心,昌平,445,47346元/平米,2室1厅1厨1卫,中楼层 (共11层),93.99㎡,平层,76.18㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,2019-11-30,商品房,2010-08-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6140,仓上小区,顺义,350,33735元/平米,3室1厅1厨1卫,中楼层 (共6层),103.75㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-06-22,商品房,2001-10-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6141,龙鼎园,通州,459,36609元/平米,3室1厅1厨2卫,顶层 (共6层),125.38㎡,复式,110.88㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-11-14,商品房,2006-10-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6142,旗胜家园,昌平,408,45019元/平米,3室1厅1厨1卫,顶层 (共28层),90.63㎡,平层,71.86㎡,板塔结合,西南 北,钢混结构,简装,两梯四户,自供暖,有,70年,2019-02-26,限价商品房,2014-01-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6143,华润公元九里,大兴,1750,61862元/平米,4室3厅1厨3卫,高楼层 (共7层),282.89㎡,复式,243.62㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,2018-05-23,商品房,2016-10-26,普通住宅,满两年,非共有,"
                                有抵押 150万元 北京银行 客户偿还
                              ",已上传房本照片
6144,庄维花园,丰台,425,53039元/平米,1室2厅1厨1卫,高楼层 (共24层),80.13㎡,平层,63.88㎡,塔楼,北,钢混结构,简装,两梯九户,集中供暖,有,70年,2016-12-20,商品房,2010-06-22,普通住宅,满五年,非共有,"
                                有抵押 47万元 工商银行 客户偿还
                              ",已上传房本照片
6145,北京太阳城,昌平,457,30655元/平米,3室2厅1厨2卫,中楼层 (共6层),149.08㎡,平层,126.07㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,有,70年,2019-11-24,商品房,2016-12-29,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
6146,金地仰山东区,大兴,780,68626元/平米,3室2厅1厨2卫,底层 (共6层),113.66㎡,暂无数据,97.52㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,2019-06-18,商品房,2016-05-27,普通住宅,满两年,共有,"
                                有抵押 246万元 银行
                              ",已上传房本照片
6147,新永外文化用品商城,东城,499,66111元/平米,2室1厅1厨1卫,高楼层 (共15层),75.48㎡,平层,57.53㎡,板塔结合,南,钢混结构,简装,三梯二十三户,集中供暖,有,70年,2019-08-30,商品房,2015-03-19,普通住宅,满两年,非共有,"
                                有抵押 10万元 涞商银行 业主自还
                              ",已上传房本照片
6148,金荣园,大兴,240,30049元/平米,3室1厅1厨1卫,中楼层 (共6层),79.87㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2018-09-02,商品房,2009-10-09,普通住宅,满五年,非共有,"
                                有抵押 80万元 平安银行 客户偿还
                              ",已上传房本照片
6149,劲松一区,朝阳,380,58906元/平米,3室1厅1厨1卫,底层 (共6层),64.51㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,70年,2019-08-10,已购公房,2001-11-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6150,加州水郡四期,房山,211,35842元/平米,1室1厅1厨1卫,顶层 (共11层),58.87㎡,平层,49.17㎡,板楼,南,钢混结构,简装,一梯三户,自供暖,有,70年,2019-08-02,商品房,2014-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6151,北街家园五区,昌平,379,42966元/平米,3室1厅1厨1卫,高楼层 (共17层),88.21㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,70年,2019-08-31,商品房,2017-04-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
6152,郭庄北里,东城,390,90049元/平米,1室1厅1厨1卫,中楼层 (共6层),43.31㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,集中供暖,无,70年,2019-07-27,已购公房,2008-06-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6153,裕龙四区,顺义,290,40874元/平米,2室1厅1厨1卫,中楼层 (共6层),70.95㎡,平层,暂无数据,板楼,北 南,混合结构,简装,一梯两户,集中供暖,无,40年,2019-12-01,商品房,2014-09-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6154,天通苑东二区,昌平,455,32186元/平米,3室1厅1厨2卫,中楼层 (共17层),141.37㎡,平层,107.77㎡,塔楼,西南,混合结构,简装,两梯八户,集中供暖,有,70年,2018-09-07,一类经济适用房,2002-11-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6155,西关北路,昌平,249,33095元/平米,2室1厅1厨1卫,顶层 (共6层),75.24㎡,平层,暂无数据,板楼,东 西,混合结构,其他,一梯三户,集中供暖,无,70年,2018-06-14,商品房,2012-11-13,普通住宅,满五年,非共有,"
                                有抵押 57万元
                              ",已上传房本照片
6156,永居胡同,西城,620,79846元/平米,3室1厅1厨1卫,顶层 (共6层),77.65㎡,平层,暂无数据,板楼,南 西 北,混合结构,简装,一梯三户,集中供暖,无,70年,2018-07-24,已购公房,2000-12-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6157,颐源居小区,海淀,1190,94670元/平米,3室1厅1厨1卫,中楼层 (共28层),125.7㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯八户,集中供暖,有,70年,2019-07-08,商品房,2002-12-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6158,宝汇苑,丰台,516,55760元/平米,2室1厅1厨1卫,中楼层 (共24层),92.54㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯十户,集中供暖,有,70年,2019-11-27,商品房,2008-05-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
6159,黑山东街,门头沟,223,31325元/平米,3室1厅1厨1卫,顶层 (共6层),71.19㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-05-31,已购公房,2013-07-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6160,安德馨居,西城,820,120695元/平米,2室1厅1厨1卫,低楼层 (共7层),67.94㎡,平层,46.87㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,70年,2018-05-17,二类经济适用房,2018-05-04,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片
6161,天润香墅湾1号,平谷,465,30496元/平米,3室2厅1厨2卫,高楼层 (共30层),152.48㎡,平层,114.82㎡,板楼,南 北,钢混结构,其他,一梯三户,集中供暖,暂无数据,70年,2019-09-18,商品房,2018-07-19,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片
6162,铁二区,西城,900,125875元/平米,2室1厅1厨1卫,低楼层 (共18层),71.5㎡,平层,50.97㎡,塔楼,西南,混合结构,精装,两梯十户,集中供暖,有,70年,2019-11-23,央产房,2000-09-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6163,马相西巷,西城,588,97351元/平米,2室1厅1厨1卫,顶层 (共6层),60.4㎡,平层,暂无数据,板楼,东 西,混合结构,精装,一梯两户,集中供暖,无,70年,2019-06-28,已购公房,2002-07-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6164,海棠湾一期,通州,890,98061元/平米,4室2厅1厨2卫,底层 (共24层),90.76㎡,跃层,71.26㎡,板塔结合,西南,钢混结构,精装,两梯四户,集中供暖,有,70年,2019-03-24,商品房,2015-06-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
6165,兴涛社区,大兴,660,43579元/平米,3室2厅1厨2卫,顶层 (共5层),151.45㎡,平层,131.78㎡,板楼,南 北,混合结构,简装,一梯一户,自供暖,无,70年,2018-12-05,商品房,2013-10-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
6166,橡树湾,海淀,1185,85907元/平米,3室1厅1厨2卫,高楼层 (共18层),137.94㎡,平层,109.18㎡,板塔结合,东 西,钢混结构,精装,两梯四户,集中供暖,有,70年,2019-04-17,商品房,2014-01-14,普通住宅,满五年,非共有,"
                                有抵押 40万元 业主自还
                              ",已上传房本照片
6167,康盛园,大兴,380,40005元/平米,3室1厅1厨1卫,低楼层 (共6层),94.99㎡,平层,83.98㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,2019-11-25,商品房,2011-02-10,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片
